property_type,state_name,place_name_clean,surface_total_m2_clean,price_usd_per_m2_clean,rooms_clean,keyword_category
apartment,Capital Federal,Pompeya,51.0,2156.86,2.0,low
house,Bs.As. G.B.A. Zona Oeste,El Nacional Club de Campo,243.0,1440.33,4.0,high
apartment,Capital Federal,Puerto Madero,68.0,4632.35,2.0,high
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,47.0,2091.06,1.0,medium
apartment,Capital Federal,Puerto Madero,45.0,4666.67,1.0,low
house,Bs.As. G.B.A. Zona Sur,Lanús Oeste,270.0,325.93,3.0,medium
apartment,Córdoba,Córdoba,45.0,1744.83,2.0,low
store,Córdoba,Córdoba,59.0,1264.26,1.0,low
house,Bs.As. G.B.A. Zona Norte,Tigre,271.0,1723.25,4.0,low
apartment,Córdoba,Córdoba,53.0,1083.58,2.0,low
apartment,Capital Federal,Belgrano,30.0,3166.67,1.0,low
apartment,Capital Federal,Villa Urquiza,87.0,3402.3,3.0,high
apartment,Capital Federal,Palermo Chico,36.0,3277.78,2.0,low
apartment,Capital Federal,Retiro,37.0,2294.59,1.0,low
house,Bs.As. G.B.A. Zona Norte,Barrio Los Castores,339.0,2035.4,3.0,medium
apartment,Capital Federal,Palermo,89.0,3359.55,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,56.0,2500.0,2.0,low
apartment,Capital Federal,Recoleta,65.0,2923.08,4.0,low
apartment,Capital Federal,Palermo,33.0,2575.76,2.0,low
apartment,Capital Federal,Chacarita,37.0,2351.35,2.0,low
apartment,Capital Federal,Villa Urquiza,32.0,2343.75,1.0,low
apartment,Capital Federal,Belgrano,52.0,2461.54,2.0,high
apartment,Capital Federal,Monte Castro,34.0,2205.88,1.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,191.0,3497.38,4.0,high
apartment,Capital Federal,Congreso,62.0,1532.26,3.0,low
house,Bs.As. G.B.A. Zona Norte,Pilar,225.0,1066.67,5.0,medium
house,Bs.As. G.B.A. Zona Norte,Zelaya,225.0,1066.67,5.0,medium
PH,Bs.As. G.B.A. Zona Oeste,General Rodríguez,116.0,1379.31,3.0,low
store,Capital Federal,Centro / Microcentro,200.0,1250.0,1.0,low
house,Bs.As. G.B.A. Zona Norte,"Barrio Privado ""Lomas de Fátima""",350.0,1028.57,3.0,low
house,Bs.As. G.B.A. Zona Norte,Barrio San Gabriel,272.0,1716.91,3.0,medium
house,Bs.As. G.B.A. Zona Norte,Pilar,360.0,1347.22,6.0,low
store,Capital Federal,Palermo,93.0,5376.34,1.0,low
apartment,Capital Federal,Nuñez,71.0,3661.97,3.0,high
house,Bs.As. G.B.A. Zona Norte,Del Viso,338.0,458.58,5.0,low
apartment,Capital Federal,Palermo,68.0,2573.53,3.0,low
apartment,Bs.As. G.B.A. Zona Sur,Valentín Alsina,52.0,1250.0,2.0,low
apartment,Bs.As. G.B.A. Zona Sur,Remedios de Escalada,30.0,1433.33,1.0,low
house,Córdoba,Córdoba,320.0,803.12,2.0,medium
apartment,Bs.As. G.B.A. Zona Sur,Sarandi,45.0,1511.11,2.0,low
apartment,Capital Federal,Villa del Parque,85.0,2211.76,4.0,low
apartment,Capital Federal,Belgrano,30.0,3000.0,2.0,low
house,Bs.As. G.B.A. Zona Sur,Villa Dominico,146.0,958.9,3.0,low
apartment,Córdoba,Córdoba,43.0,1010.81,4.0,low
apartment,Capital Federal,Palermo,128.0,2657.72,4.0,low
apartment,Capital Federal,Palermo,164.0,2113.45,4.0,low
store,Capital Federal,Palermo,131.0,2709.29,1.0,low
apartment,Córdoba,Córdoba,54.0,820.48,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Victoria,88.0,3125.0,3.0,medium
apartment,Capital Federal,Recoleta,237.0,2911.39,6.0,medium
apartment,Capital Federal,Congreso,46.0,2391.3,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Olivos,105.0,3952.38,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Olivos,105.0,3952.38,3.0,low
apartment,Capital Federal,Puerto Madero,68.0,4632.35,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Olivos,105.0,3523.81,3.0,low
apartment,Capital Federal,Puerto Madero,104.0,5288.46,3.0,high
apartment,Capital Federal,Palermo,120.0,5416.67,5.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,92.0,4130.43,4.0,high
apartment,Capital Federal,Nuñez,84.0,1964.29,2.0,medium
apartment,Capital Federal,Caballito,92.0,4010.87,4.0,medium
apartment,Capital Federal,Belgrano,24.0,2833.33,1.0,low
apartment,Capital Federal,Retiro,184.0,3125.0,5.0,medium
apartment,Capital Federal,Chacarita,41.0,3170.73,1.0,low
apartment,Capital Federal,Villa Crespo,57.0,3508.77,3.0,medium
apartment,Capital Federal,Recoleta,195.0,3307.69,4.0,low
house,Bs.As. G.B.A. Zona Norte,Barrio La Alameda,215.0,1930.23,2.0,low
apartment,Capital Federal,Boedo,45.0,2200.0,1.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,63.0,2603.17,2.0,low
apartment,Capital Federal,Las Cañitas,90.0,3000.0,3.0,medium
house,Bs.As. G.B.A. Zona Norte,Barrio La Alameda,260.0,1615.38,5.0,medium
apartment,Capital Federal,Balvanera,27.0,2407.41,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,63.0,1746.03,1.0,low
apartment,Capital Federal,Barrio Norte,87.0,3419.54,4.0,low
house,Bs.As. G.B.A. Zona Norte,Escobar,180.0,4666.67,6.0,medium
house,Bs.As. G.B.A. Zona Norte,Escobar,140.0,1100.0,2.0,low
house,Bs.As. G.B.A. Zona Norte,Escobar,120.0,1075.0,2.0,low
apartment,Bs.As. G.B.A. Zona Sur,Wilde,75.0,2066.67,3.0,medium
apartment,Capital Federal,Puerto Madero,163.0,4417.18,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Pilar,57.0,3414.69,2.0,medium
house,Bs.As. G.B.A. Zona Norte,Pilar,187.0,1278.07,2.0,low
apartment,Capital Federal,Barracas,68.0,1588.24,2.0,low
PH,Bs.As. G.B.A. Zona Norte,Florida,128.0,2078.12,3.0,medium
house,Bs.As. G.B.A. Zona Norte,Pilar,236.0,1313.56,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,69.0,3023.78,2.0,medium
house,Bs.As. G.B.A. Zona Norte,Pilar,150.0,1593.33,5.0,low
apartment,Bs.As. G.B.A. Zona Norte,Pilar,69.0,3374.81,2.0,medium
apartment,Capital Federal,Belgrano,39.0,2541.03,1.0,medium
apartment,Capital Federal,Belgrano,39.0,2574.36,1.0,medium
apartment,Capital Federal,Retiro,237.0,2911.39,6.0,medium
apartment,Capital Federal,Palermo,56.0,5089.29,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,128.0,4531.25,4.0,high
house,Bs.As. G.B.A. Zona Norte,Tigre,190.0,1800.0,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,59.0,2016.95,2.0,high
house,Bs.As. G.B.A. Zona Norte,Barrio Vistas,220.0,1590.91,4.0,low
house,Bs.As. G.B.A. Zona Norte,Barrio San Rafael,272.0,1716.91,3.0,low
house,Bs.As. G.B.A. Zona Norte,Martínez,199.0,1055.28,2.0,medium
apartment,Capital Federal,Belgrano,30.0,3200.0,1.0,low
apartment,Capital Federal,Villa Urquiza,87.0,3402.3,3.0,high
house,Bs.As. G.B.A. Zona Norte,Barrio Marinas,250.0,1560.0,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,59.0,2016.95,2.0,high
house,Bs.As. G.B.A. Zona Norte,Barrio Marinas,240.0,1625.0,4.0,low
house,Bs.As. G.B.A. Zona Norte,Barrio San Rafael,239.0,1828.45,2.0,low
apartment,Capital Federal,Villa Urquiza,58.0,2879.31,3.0,medium
apartment,Capital Federal,Belgrano,148.0,2493.24,4.0,medium
PH,Capital Federal,Caballito,240.0,1329.17,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Tigre,87.0,2011.49,3.0,medium
apartment,Capital Federal,Barrio Norte,55.0,2872.73,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Don Torcuato,112.0,946.41,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Muñiz,34.0,1176.47,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,143.0,1643.36,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Santa Barbara Barrio Cerrado,102.0,2941.18,3.0,medium
PH,Bs.As. G.B.A. Zona Norte,Don Torcuato,112.0,946.41,4.0,medium
apartment,Capital Federal,Palermo,37.0,3243.24,2.0,low
house,Bs.As. G.B.A. Zona Norte,Don Torcuato,112.0,946.41,4.0,medium
apartment,Capital Federal,San Cristobal,125.0,2400.0,3.0,low
apartment,Capital Federal,Belgrano,49.0,2816.33,2.0,medium
apartment,Capital Federal,Palermo Chico,37.0,3240.54,2.0,low
apartment,Capital Federal,Villa Urquiza,50.0,2800.0,2.0,medium
apartment,Capital Federal,Villa Urquiza,43.0,2837.21,1.0,medium
apartment,Bs.As. G.B.A. Zona Sur,Wilde,35.0,1828.57,1.0,low
apartment,Capital Federal,Villa Urquiza,54.0,2851.85,2.0,medium
house,Bs.As. G.B.A. Zona Oeste,Haedo,180.0,1222.22,3.0,low
apartment,Capital Federal,Belgrano,55.0,2163.64,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,50.0,2700.0,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,104.0,2298.08,3.0,high
store,Capital Federal,Palermo,58.0,5517.24,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,176.0,1221.59,3.0,medium
house,Capital Federal,Villa del Parque,268.0,1641.79,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Tigre,51.0,2254.9,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Tigre,41.0,1829.27,2.0,medium
apartment,Capital Federal,Puerto Madero,116.0,3008.62,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,176.0,1221.59,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,73.0,1506.85,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,73.0,1506.85,1.0,low
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,55.0,1903.56,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,55.0,1941.64,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,55.0,2020.07,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,55.0,2060.47,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,55.0,2101.69,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,55.0,2101.69,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,55.0,2186.6,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,55.0,2186.6,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,55.0,2230.33,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,55.0,2230.33,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,55.0,2274.93,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,55.0,2274.93,2.0,high
apartment,Capital Federal,San Nicolás,23.0,3130.43,1.0,medium
house,Capital Federal,Barracas,274.0,1423.36,6.0,high
house,Capital Federal,San Telmo,274.0,1423.36,6.0,high
house,Capital Federal,Boca,274.0,1423.36,6.0,high
PH,Capital Federal,Barracas,274.0,1423.36,6.0,high
PH,Capital Federal,Boca,274.0,1423.36,6.0,high
PH,Capital Federal,San Telmo,274.0,1423.36,6.0,high
apartment,Capital Federal,Paternal,100.0,1300.0,4.0,medium
apartment,Capital Federal,Paternal,100.0,1300.0,4.0,medium
apartment,Capital Federal,Paternal,100.0,1300.0,4.0,medium
house,Misiones,Posadas,200.0,291.66,3.0,low
PH,Bs.As. G.B.A. Zona Norte,San Isidro,85.0,1941.18,4.0,low
house,Bs.As. G.B.A. Zona Norte,Beccar,168.0,821.43,3.0,low
house,Capital Federal,Capital Federal,300.0,796.67,5.0,low
apartment,Bs.As. G.B.A. Zona Norte,Acassuso,226.0,2654.87,5.0,high
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,86.0,2779.07,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,60.0,2816.67,2.0,low
house,Bs.As. G.B.A. Zona Norte,Nordelta,122.0,2213.11,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Fernando,44.0,2113.64,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Tigre,80.0,2225.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Tigre,60.0,124.44,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,63.0,2039.68,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Tigre,61.0,2016.39,2.0,medium
house,Bs.As. G.B.A. Zona Norte,San Fernando,117.0,1666.67,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,60.0,2666.67,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,34.0,2794.12,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Tigre,65.0,2076.92,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Tigre,53.0,2452.83,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Tigre,90.0,1777.78,4.0,medium
store,Bs.As. G.B.A. Zona Norte,Tigre,34.0,3529.41,1.0,low
store,Bs.As. G.B.A. Zona Norte,Martínez,315.0,2380.95,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,84.0,2916.67,2.0,medium
house,Bs.As. G.B.A. Zona Norte,Victoria,152.0,1940.79,4.0,low
house,Capital Federal,Capital Federal,360.0,1277.78,5.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,76.0,2960.53,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,65.0,4615.38,2.0,high
apartment,Buenos Aires Costa Atlántica,Mar del Plata,63.0,1904.76,3.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,25.0,2556.0,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,70.0,1928.57,3.0,low
PH,Buenos Aires Costa Atlántica,Mar del Plata,37.0,1202.7,2.0,low
apartment,Capital Federal,San Cristobal,86.0,1930.62,4.0,high
PH,Capital Federal,Colegiales,80.0,2375.0,3.0,low
apartment,Capital Federal,Colegiales,130.0,1884.62,4.0,medium
house,Córdoba,Villa Carlos Paz,360.0,366.1,5.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,28.0,2053.57,1.0,medium
apartment,Capital Federal,Recoleta,186.0,3118.28,7.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,65.0,1846.15,3.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,98.0,1887.76,4.0,medium
house,Capital Federal,Mataderos,150.0,1233.33,3.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,45.0,1666.67,2.0,low
apartment,Buenos Aires Costa Atlántica,Necochea,40.0,1250.0,2.0,low
apartment,Santa Fe,Rosario,38.0,2346.66,2.0,low
apartment,Santa Fe,Rosario,120.0,2467.68,3.0,medium
apartment,Santa Fe,Rosario,26.0,2070.78,1.0,low
apartment,Santa Fe,Rosario,36.0,1370.93,2.0,low
apartment,Capital Federal,Palermo,52.0,2477.08,2.0,high
house,Buenos Aires Interior,Mercedes,300.0,416.67,4.0,low
house,Buenos Aires Interior,Mercedes,156.0,705.13,4.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,120.0,1000.0,3.0,high
apartment,Bs.As. G.B.A. Zona Sur,Bernal,68.0,2431.94,2.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,60.0,1400.0,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,64.0,2734.38,3.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,30.0,2000.0,1.0,medium
house,Buenos Aires Costa Atlántica,Mar del Plata,267.0,1348.31,4.0,low
house,Bs.As. G.B.A. Zona Norte,Pilar,145.0,1344.83,5.0,medium
house,Bs.As. G.B.A. Zona Norte,Pilar,357.0,1442.58,3.0,low
apartment,Capital Federal,Villa Crespo,53.0,2433.96,2.0,low
apartment,Capital Federal,Palermo Chico,279.0,3440.86,6.0,high
house,Bs.As. G.B.A. Zona Norte,Barrio San Rafael,272.0,1716.91,4.0,low
house,Bs.As. G.B.A. Zona Norte,Barrio San Rafael,239.0,1828.45,5.0,low
house,Bs.As. G.B.A. Zona Norte,Pilar,260.0,1096.15,2.0,high
apartment,Capital Federal,Palermo,40.0,2325.0,2.0,low
apartment,Capital Federal,Caballito,92.0,4271.74,4.0,high
apartment,Capital Federal,Belgrano,63.0,2841.27,3.0,medium
apartment,Capital Federal,Almagro,35.0,2342.86,2.0,low
apartment,Capital Federal,Almagro,35.0,2428.57,2.0,low
apartment,Capital Federal,Abasto,46.0,2163.04,1.0,low
apartment,Córdoba,Córdoba,47.0,954.62,1.0,low
apartment,Córdoba,Córdoba,106.0,2075.47,2.0,high
house,Bs.As. G.B.A. Zona Norte,Tigre,242.0,1859.5,3.0,low
apartment,Capital Federal,Belgrano,188.0,6382.98,4.0,high
apartment,Capital Federal,Caballito,37.0,3108.11,1.0,medium
PH,Bs.As. G.B.A. Zona Sur,Lanús Oeste,54.0,1277.78,2.0,medium
apartment,Capital Federal,Parque Chas,42.0,1809.52,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,103.0,2402.79,3.0,medium
PH,Buenos Aires Costa Atlántica,San Bernardo,80.0,600.0,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,103.0,2402.79,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,103.0,2376.09,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,103.0,2358.3,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,100.0,2429.04,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Barrio Los Alisos,40.0,2500.0,1.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,100.0,2410.71,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,100.0,2383.21,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,100.0,2355.72,3.0,medium
apartment,Capital Federal,Recoleta,117.0,4448.74,3.0,low
house,Bs.As. G.B.A. Zona Norte,Beccar,260.0,2230.77,2.0,medium
house,Bs.As. G.B.A. Zona Norte,"Barrio Cerrado ""La Montura""",232.0,1379.31,5.0,medium
PH,Buenos Aires Costa Atlántica,San Bernardo,80.0,700.0,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Pilar,143.0,2339.63,3.0,medium
house,Capital Federal,Palermo Viejo,250.0,2480.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,135.0,2342.48,3.0,medium
apartment,Córdoba,Córdoba,80.0,644.96,2.0,low
house,Córdoba,Villa Allende,114.0,1271.93,4.0,medium
house,Bs.As. G.B.A. Zona Norte,Barrio Los Lagos,225.0,2177.78,6.0,low
apartment,Capital Federal,Caballito,60.0,2583.33,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,"Barrio Cerrado ""La Cautiva del Pilar""",47.0,1595.74,1.0,low
house,Córdoba,Villa Allende,114.0,1140.35,5.0,medium
apartment,Capital Federal,Palermo Hollywood,37.0,3216.22,2.0,low
house,Bs.As. G.B.A. Zona Norte,Barrio Santa Teresa,350.0,1900.0,3.0,low
house,Bs.As. G.B.A. Zona Norte,"Barrio Cerrado ""Roble Joven""",376.0,837.77,6.0,medium
apartment,Capital Federal,Villa Devoto,79.0,2063.29,4.0,low
apartment,Capital Federal,Villa Urquiza,53.0,2622.64,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,143.0,1474.28,2.0,high
PH,Capital Federal,Nuñez,90.0,1655.56,4.0,low
house,Bs.As. G.B.A. Zona Norte,Barrio La Alameda,200.0,1925.0,3.0,high
house,Bs.As. G.B.A. Zona Norte,San Fernando,212.0,2735.85,5.0,medium
apartment,Capital Federal,Barrio Norte,42.0,2976.19,2.0,low
apartment,Bs.As. G.B.A. Zona Sur,Don Orione,50.0,504.75,3.0,low
apartment,Capital Federal,Retiro,125.0,2600.0,5.0,low
house,Bs.As. G.B.A. Zona Oeste,Prados del Oeste,170.0,1470.59,4.0,low
apartment,Capital Federal,Coghlan,32.0,2265.62,1.0,high
apartment,Capital Federal,Balvanera,90.0,1944.44,4.0,low
apartment,Capital Federal,Las Cañitas,63.0,2857.14,2.0,low
house,Bs.As. G.B.A. Zona Oeste,Prados del Oeste,210.0,1261.9,5.0,low
apartment,Capital Federal,Coghlan,32.0,2328.12,1.0,high
apartment,Capital Federal,Coghlan,32.0,2375.0,1.0,high
store,Capital Federal,Palermo,89.0,2359.55,1.0,low
apartment,Capital Federal,Coghlan,58.0,2301.72,3.0,medium
apartment,Capital Federal,Coghlan,58.0,2344.83,3.0,medium
apartment,Capital Federal,Palermo,76.0,3421.05,1.0,medium
house,Bs.As. G.B.A. Zona Norte,"Barrio Cerrado ""La Delfina""",240.0,1416.67,4.0,low
apartment,Capital Federal,Coghlan,44.0,2295.45,2.0,medium
apartment,Capital Federal,Coghlan,44.0,2340.91,2.0,medium
apartment,Capital Federal,Coghlan,44.0,2386.36,2.0,medium
apartment,Capital Federal,Recoleta,143.0,2762.24,4.0,medium
apartment,Capital Federal,Recoleta,36.0,2442.91,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,45.0,2888.89,2.0,medium
apartment,Capital Federal,Recoleta,37.0,2032.5,1.0,low
apartment,Capital Federal,Villa del Parque,75.0,1866.67,3.0,medium
apartment,Capital Federal,Recoleta,82.0,1817.66,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,BarrioPortezuelo,85.0,2694.12,4.0,low
apartment,Capital Federal,Flores,73.0,1710.96,4.0,low
apartment,Capital Federal,Recoleta,53.0,2660.38,2.0,low
apartment,Capital Federal,Recoleta,95.0,1888.48,2.0,low
apartment,Capital Federal,Recoleta,56.0,1847.76,1.0,low
PH,Bs.As. G.B.A. Zona Sur,Lanús Oeste,140.0,892.86,3.0,low
apartment,Capital Federal,San Telmo,40.0,2550.0,1.0,high
PH,Bs.As. G.B.A. Zona Sur,Lanús Oeste,200.0,750.0,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Bs.As. G.B.A. Zona Norte,35.0,1490.22,1.0,medium
PH,Bs.As. G.B.A. Zona Sur,Lanús Oeste,70.0,1500.0,3.0,medium
apartment,Capital Federal,Recoleta,47.0,2446.81,1.0,low
PH,Capital Federal,Floresta,151.0,1258.28,4.0,high
apartment,Capital Federal,Barrio Norte,24.0,3125.0,1.0,low
PH,Bs.As. G.B.A. Zona Sur,Lanús Oeste,65.0,884.62,3.0,low
apartment,Capital Federal,Flores,41.0,1951.22,1.0,low
apartment,Capital Federal,Palermo,35.0,3000.0,1.0,low
house,Bs.As. G.B.A. Zona Norte,Tigre,193.0,1844.56,4.0,low
store,Capital Federal,Belgrano,18.0,1605.56,1.0,low
apartment,Capital Federal,Recoleta,41.0,3609.76,1.0,medium
house,Bs.As. G.B.A. Zona Norte,Haras del Pilar - Las Praderas 1 y 2,320.0,1500.0,3.0,low
apartment,Capital Federal,Belgrano,65.0,2076.92,3.0,low
apartment,Capital Federal,Recoleta,300.0,2833.33,5.0,low
apartment,Capital Federal,Barrio Norte,70.0,2257.14,3.0,low
apartment,Capital Federal,Recoleta,372.0,3225.81,5.0,medium
apartment,Capital Federal,Palermo,125.0,2224.0,3.0,low
apartment,Capital Federal,Palermo,51.0,2519.61,3.0,low
apartment,Capital Federal,Belgrano,120.0,1808.33,4.0,low
apartment,Capital Federal,Balvanera,70.0,1698.57,3.0,medium
house,Bs.As. G.B.A. Zona Oeste,Castelar,210.0,1428.57,6.0,medium
apartment,Bs.As. G.B.A. Zona Sur,Monte Grande,43.0,1720.93,2.0,low
house,Bs.As. G.B.A. Zona Norte,Bella Vista,375.0,480.0,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Tigre,158.0,2848.1,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Tigre,158.0,2848.1,3.0,high
apartment,Capital Federal,Palermo,61.0,2213.11,1.0,low
apartment,Capital Federal,Belgrano,108.0,2768.52,2.0,medium
apartment,Capital Federal,Congreso,100.0,2000.0,3.0,low
apartment,Buenos Aires Costa Atlántica,Centro,58.0,1413.79,3.0,low
house,Bs.As. G.B.A. Zona Sur,Banfield,291.0,446.74,2.0,low
house,Bs.As. G.B.A. Zona Sur,Florencio Varela,315.0,301.59,3.0,low
PH,Capital Federal,Parque Chacabuco,108.0,1296.3,3.0,high
house,Capital Federal,Parque Chacabuco,258.0,852.71,4.0,medium
apartment,Santa Fe,Rosario,60.0,1650.73,2.0,low
apartment,Santa Fe,Rosario,30.0,1510.52,1.0,low
apartment,Santa Fe,Rosario,50.0,1120.55,1.0,low
house,Santa Fe,Rosario,195.0,692.31,2.0,high
apartment,Santa Fe,Rosario,52.0,1358.95,1.0,low
apartment,Santa Fe,Rosario,52.0,1456.02,1.0,low
apartment,Santa Fe,Rosario,37.0,1394.51,1.0,low
apartment,Santa Fe,Rosario,76.0,1973.26,2.0,medium
apartment,Santa Fe,Rosario,86.0,2465.12,3.0,low
apartment,Santa Fe,Rosario,99.0,1969.7,3.0,high
apartment,Santa Fe,Rosario,48.0,1765.47,1.0,low
apartment,Santa Fe,Rosario,35.0,1961.33,1.0,low
apartment,Santa Fe,Rosario,177.0,2468.93,3.0,low
apartment,Santa Fe,Rosario,82.0,2792.68,2.0,medium
apartment,Santa Fe,Rosario,145.0,882.76,3.0,medium
apartment,Santa Fe,Rosario,200.0,900.0,3.0,medium
apartment,Santa Fe,Rosario,200.0,825.0,3.0,medium
apartment,Santa Fe,Rosario,77.0,1316.87,2.0,low
apartment,Santa Fe,Rosario,138.0,2500.0,4.0,medium
apartment,Santa Fe,Rosario,157.0,2292.99,3.0,medium
apartment,Santa Fe,Rosario,57.0,2243.35,2.0,low
apartment,Santa Fe,Rosario,44.0,2085.29,1.0,low
apartment,Santa Fe,Rosario,34.0,1812.82,1.0,low
apartment,Capital Federal,San Cristobal,59.0,2627.12,3.0,high
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,45.0,2111.11,2.0,medium
apartment,Capital Federal,Villa Urquiza,33.0,2272.73,1.0,low
apartment,Capital Federal,Balvanera,71.0,1830.99,3.0,low
apartment,Córdoba,Córdoba,80.0,1250.0,2.0,low
store,Córdoba,Córdoba,33.0,1274.63,1.0,low
apartment,Capital Federal,Congreso,33.0,2121.21,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Martín,42.0,1547.62,2.0,low
apartment,Capital Federal,Flores,58.0,1706.9,2.0,low
apartment,Río Negro,General Roca,65.0,1538.46,2.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,96.0,1703.12,2.0,low
apartment,Bs.As. G.B.A. Zona Oeste,Villa Luzuriaga,60.0,1050.0,3.0,low
apartment,Capital Federal,Flores,65.0,2676.92,3.0,medium
PH,Bs.As. G.B.A. Zona Oeste,Martín Coronado,100.0,600.0,2.0,low
apartment,Bs.As. G.B.A. Zona Oeste,Haedo,160.0,1750.0,1.0,low
house,Capital Federal,Villa Lugano,200.0,900.0,4.0,low
house,Capital Federal,Boca,227.0,1057.27,5.0,low
apartment,Capital Federal,Villa Crespo,50.0,2100.0,2.0,medium
apartment,Capital Federal,Villa Crespo,129.0,3302.33,4.0,low
