property_type,state_name,place_name_clean,surface_total_m2_clean,price_usd_per_m2_clean,rooms_clean,keyword_category
apartment,Bs.As. G.B.A. Zona Oeste,Ciudad Jardín Lomas del Palomar,65.0,1384.62,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Villa Ballester,83.0,457.83,2.0,low
apartment,Capital Federal,Colegiales,31.0,3161.29,2.0,low
PH,Capital Federal,Belgrano,52.0,2923.08,2.0,low
PH,Capital Federal,Belgrano,52.0,2923.08,3.0,low
PH,Capital Federal,Belgrano,52.0,2923.08,3.0,low
PH,Capital Federal,Coghlan,52.0,2923.08,2.0,low
PH,Capital Federal,Coghlan,52.0,2923.08,3.0,low
apartment,Capital Federal,San Cristobal,70.0,1642.86,4.0,low
apartment,Capital Federal,Barrio Norte,29.0,3448.28,2.0,low
apartment,Capital Federal,Colegiales,53.0,3490.57,2.0,low
apartment,Capital Federal,Flores,50.0,2000.0,2.0,medium
apartment,Capital Federal,Flores,50.0,2100.0,2.0,medium
apartment,Capital Federal,Barrio Norte,104.0,2788.46,3.0,medium
apartment,Capital Federal,Flores,51.0,1666.67,3.0,low
apartment,Bs.As. G.B.A. Zona Sur,La Plata,184.0,652.17,3.0,low
house,Bs.As. G.B.A. Zona Sur,Valentín Alsina,242.0,1033.06,4.0,low
apartment,Bs.As. G.B.A. Zona Sur,Valentín Alsina,110.0,836.36,3.0,low
PH,Bs.As. G.B.A. Zona Sur,Valentín Alsina,78.0,1115.38,2.0,low
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,80.0,1231.25,4.0,low
PH,Capital Federal,Almagro,228.0,1267.54,4.0,medium
PH,Capital Federal,Almagro,228.0,1267.54,5.0,medium
PH,Capital Federal,Almagro,228.0,1267.54,6.0,medium
PH,Capital Federal,Boedo,228.0,1267.54,6.0,medium
PH,Capital Federal,Boedo,228.0,1267.54,5.0,medium
PH,Capital Federal,Boedo,228.0,1267.54,4.0,medium
PH,Capital Federal,Balvanera,228.0,1267.54,6.0,medium
PH,Capital Federal,Balvanera,228.0,1267.54,5.0,medium
PH,Capital Federal,Balvanera,228.0,1267.54,4.0,medium
apartment,Capital Federal,Balvanera,228.0,1267.54,4.0,medium
apartment,Capital Federal,Balvanera,228.0,1267.54,5.0,medium
apartment,Capital Federal,Boedo,228.0,1267.54,4.0,medium
apartment,Capital Federal,Boedo,228.0,1267.54,5.0,medium
apartment,Capital Federal,Boedo,228.0,1267.54,6.0,medium
apartment,Capital Federal,Almagro,228.0,1267.54,6.0,medium
apartment,Capital Federal,Almagro,228.0,1267.54,5.0,medium
apartment,Capital Federal,Almagro,228.0,1267.54,4.0,medium
apartment,Capital Federal,Caballito,71.0,2225.35,3.0,low
house,Bs.As. G.B.A. Zona Oeste,Ciudad Jardín Lomas del Palomar,374.0,788.77,5.0,medium
apartment,Capital Federal,Belgrano,304.0,1924.34,4.0,high
apartment,Capital Federal,Belgrano,304.0,1924.34,6.0,high
apartment,Bs.As. G.B.A. Zona Norte,San Fernando,60.0,1833.33,3.0,medium
apartment,Capital Federal,Palermo,159.0,2924.53,4.0,medium
house,Buenos Aires Costa Atlántica,Mar del Plata,120.0,833.33,4.0,low
apartment,Capital Federal,Palermo,36.0,5138.89,2.0,low
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,105.0,2523.81,4.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,105.0,2619.05,4.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,105.0,2666.67,4.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,105.0,2857.14,4.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,105.0,2904.76,4.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,105.0,2571.43,4.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,105.0,2809.52,4.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,110.0,2272.73,4.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,San Justo,75.0,1533.33,2.0,low
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,40.0,2125.0,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,94.0,2095.74,4.0,medium
apartment,Chubut,Trelew,90.0,1777.78,4.0,low
apartment,Capital Federal,Coghlan,66.0,2090.91,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Olivos,55.0,1909.09,2.0,low
apartment,Capital Federal,Flores,31.0,2032.26,1.0,medium
house,Capital Federal,Caballito,110.0,2272.73,4.0,low
apartment,Capital Federal,Abasto,52.0,1903.85,3.0,low
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,40.0,2225.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,40.0,2225.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,40.0,2225.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,40.0,2200.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,40.0,2225.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,40.0,2300.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,40.0,2300.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,40.0,2300.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,40.0,2200.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,43.0,2186.05,2.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,43.0,2116.28,2.0,medium
store,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,300.0,126.67,1.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Castelar,56.0,2589.29,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,31.0,1709.68,1.0,low
house,Córdoba,Córdoba,150.0,1600.0,4.0,medium
house,Córdoba,Córdoba,125.0,840.0,3.0,low
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,65.0,1923.08,3.0,low
apartment,Capital Federal,Nuñez,147.0,2448.98,4.0,low
apartment,Capital Federal,Belgrano,147.0,2448.98,4.0,low
apartment,Capital Federal,Versalles,50.0,2500.0,3.0,medium
PH,Capital Federal,Villa del Parque,230.0,1217.39,5.0,medium
apartment,Buenos Aires Costa Atlántica,Macrocentro,61.0,2131.15,3.0,medium
house,Bs.As. G.B.A. Zona Oeste,Moreno,250.0,460.0,5.0,low
apartment,Bs.As. G.B.A. Zona Sur,Banfield,37.0,2432.43,2.0,low
house,Bs.As. G.B.A. Zona Norte,Boulogne Sur Mer,121.0,975.21,3.0,medium
apartment,Capital Federal,Monte Castro,51.0,1901.96,2.0,medium
apartment,Capital Federal,Floresta,40.0,1725.0,2.0,low
apartment,Capital Federal,Monte Castro,63.0,2142.86,3.0,low
apartment,Santa Fe,Rosario,32.0,2103.14,1.0,low
store,Santa Fe,Rosario,45.0,1370.93,1.0,low
apartment,Santa Fe,Rosario,44.0,1300.12,4.0,low
PH,Santa Fe,Rosario,70.0,921.37,3.0,low
apartment,Bs.As. G.B.A. Zona Sur,La Plata,73.0,958.9,3.0,low
apartment,Capital Federal,Retiro,45.0,3111.11,2.0,low
apartment,Capital Federal,Recoleta,40.0,4487.5,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,295.0,2881.36,3.0,high
house,Bs.As. G.B.A. Zona Norte,San Isidro,120.0,1541.67,3.0,low
house,Capital Federal,Capital Federal,371.0,1334.23,3.0,low
house,Bs.As. G.B.A. Zona Norte,Beccar,184.0,1521.74,5.0,high
house,Bs.As. G.B.A. Zona Norte,Beccar,184.0,1521.74,5.0,high
house,Bs.As. G.B.A. Zona Norte,Beccar,184.0,1521.74,5.0,high
house,Bs.As. G.B.A. Zona Norte,Beccar,184.0,1521.74,5.0,high
house,Bs.As. G.B.A. Zona Norte,La Lucila,280.0,1964.29,4.0,low
house,Buenos Aires Costa Atlántica,Necochea,152.0,921.05,1.0,low
apartment,Santa Fe,Rosario,40.0,1760.33,1.0,medium
apartment,Santa Fe,Rosario,45.0,1773.37,1.0,medium
apartment,Santa Fe,Rosario,37.0,1783.7,1.0,medium
apartment,Santa Fe,Rosario,127.0,1738.59,3.0,medium
apartment,Santa Fe,Rosario,44.0,1598.11,3.0,high
apartment,Santa Fe,Rosario,45.0,1738.59,1.0,low
apartment,Santa Fe,Rosario,34.0,1738.59,1.0,low
apartment,Santa Fe,Rosario,41.0,1830.19,1.0,low
apartment,Santa Fe,Rosario,115.0,1491.83,3.0,medium
apartment,Santa Fe,Rosario,48.0,1708.33,1.0,medium
apartment,Santa Fe,Rosario,186.0,1006.61,2.0,high
apartment,Buenos Aires Costa Atlántica,Mar del Plata,38.0,1681.58,2.0,low
apartment,Buenos Aires Costa Atlántica,Pinamar,60.0,2666.67,3.0,high
apartment,Capital Federal,Capital Federal,62.0,1935.48,3.0,low
apartment,Buenos Aires Costa Atlántica,Pinamar,47.0,1446.81,2.0,low
apartment,Misiones,Posadas,80.0,434.65,4.0,low
store,Capital Federal,San Cristobal,273.0,1318.68,1.0,low
apartment,Capital Federal,Belgrano,69.0,2463.77,2.0,high
house,Bs.As. G.B.A. Zona Norte,Martínez,60.0,3666.67,3.0,low
house,Bs.As. G.B.A. Zona Norte,Villa Libertad,303.0,627.06,5.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,60.0,2500.0,3.0,medium
house,Córdoba,Córdoba,150.0,299.11,2.0,low
house,Santa Fe,Rosario,295.0,304.18,3.0,low
apartment,Santa Fe,Rosario,45.0,1221.38,1.0,medium
apartment,Capital Federal,Flores,68.0,1352.94,1.0,low
house,Bs.As. G.B.A. Zona Norte,Pilar,227.0,1894.27,4.0,low
apartment,Capital Federal,Parque Chas,76.0,2160.79,2.0,high
house,Bs.As. G.B.A. Zona Norte,Mayling Club de Campo,340.0,1882.35,5.0,low
PH,Bs.As. G.B.A. Zona Oeste,Lomas del Mirador,60.0,1150.0,2.0,low
PH,Capital Federal,Las Cañitas,55.0,2872.73,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,70.0,2142.86,2.0,high
house,Bs.As. G.B.A. Zona Norte,Mayling Club de Campo,210.0,1571.43,5.0,medium
house,Bs.As. G.B.A. Zona Norte,Mayling Club de Campo,250.0,1800.0,5.0,low
house,Bs.As. G.B.A. Zona Norte,Mayling Club de Campo,320.0,1275.0,5.0,medium
house,Bs.As. G.B.A. Zona Norte,Mayling Club de Campo,250.0,1400.0,4.0,medium
house,Bs.As. G.B.A. Zona Norte,Highland Park Country Club,225.0,2000.0,3.0,medium
house,Bs.As. G.B.A. Zona Norte,Pilar,320.0,1406.25,6.0,low
house,Santa Fe,Rosario,303.0,462.05,2.0,low
apartment,Santa Fe,Rosario,52.0,1516.5,1.0,medium
apartment,Santa Fe,Rosario,52.0,1501.92,1.0,medium
apartment,Santa Fe,Rosario,69.0,1538.48,2.0,medium
apartment,Santa Fe,Rosario,40.0,1516.5,1.0,medium
apartment,Santa Fe,Rosario,42.0,1516.5,1.0,medium
apartment,Santa Fe,Rosario,42.0,1501.92,1.0,medium
apartment,Santa Fe,San Lorenzo,54.0,1574.07,2.0,low
apartment,Santa Fe,Rosario,103.0,1067.96,4.0,low
house,Buenos Aires Interior,Balneario San Cayetano,70.0,1428.57,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,30.0,1933.33,1.0,low
apartment,Capital Federal,Flores,55.0,1345.45,2.0,low
house,Bs.As. G.B.A. Zona Norte,Pilar,320.0,1312.5,3.0,medium
house,Bs.As. G.B.A. Zona Norte,"Barrio Cerrado ""La Cautiva del Pilar""",130.0,1230.77,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Victoria,45.0,2777.78,2.0,high
apartment,Capital Federal,Flores,51.0,1882.35,2.0,medium
apartment,Capital Federal,Flores,131.0,1816.79,5.0,low
house,Bs.As. G.B.A. Zona Sur,Burzaco,240.0,395.83,2.0,low
PH,Capital Federal,Almagro,97.0,2371.13,2.0,medium
house,Buenos Aires Interior,Bahía Blanca,312.0,179.76,4.0,low
house,Buenos Aires Interior,Bahía Blanca,191.0,278.95,5.0,low
apartment,Santa Fe,Rosario,52.0,1472.76,1.0,medium
house,Buenos Aires Interior,Bahía Blanca,300.0,243.03,2.0,low
house,Córdoba,Córdoba,234.0,1068.38,5.0,medium
store,Capital Federal,Barrio Norte,56.0,1160.71,1.0,low
house,Bs.As. G.B.A. Zona Oeste,San Antonio De Padua,250.0,600.0,4.0,medium
house,Bs.As. G.B.A. Zona Norte,Garín,298.0,520.13,4.0,low
house,Bs.As. G.B.A. Zona Norte,Garín,340.0,529.41,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Muñiz,45.0,1888.89,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Pilar,50.0,1300.0,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,29.0,1927.59,1.0,medium
house,Buenos Aires Costa Atlántica,Mar del Plata,224.0,437.5,4.0,low
PH,Buenos Aires Costa Atlántica,Mar del Plata,40.0,1250.0,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,25.0,1800.0,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,25.0,2200.0,1.0,low
store,Buenos Aires Costa Atlántica,Mar del Plata,45.0,1444.44,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,30.0,2000.0,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,45.0,1622.22,2.0,low
apartment,Santa Fe,Rosario,82.0,792.68,4.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,60.0,2000.0,2.0,medium
apartment,Buenos Aires Costa Atlántica,La Perla,120.0,3833.33,3.0,high
house,Bs.As. G.B.A. Zona Oeste,Villa Bosch,197.0,1015.23,3.0,low
store,Bs.As. G.B.A. Zona Oeste,Villa Bosch,40.0,1750.0,1.0,low
apartment,Capital Federal,Capital Federal,77.0,3441.56,3.0,medium
house,Bs.As. G.B.A. Zona Norte,Vicente López,291.0,1958.76,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Olivos,58.0,2896.55,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Benavidez,90.0,1955.56,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Tigre,58.0,1896.55,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Victoria,50.0,2600.0,1.0,medium
apartment,Capital Federal,Capital Federal,101.0,2524.75,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Tigre,58.0,2189.66,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,San Fernando,144.0,3472.22,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Rincón de Milberg,70.0,2000.0,3.0,low
apartment,Capital Federal,Capital Federal,56.0,1464.29,2.0,high
store,Bs.As. G.B.A. Zona Norte,San Fernando,191.0,1020.94,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,71.0,2661.97,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,56.0,2482.14,2.0,medium
apartment,Capital Federal,Palermo,34.0,3941.18,1.0,medium
house,Capital Federal,Mataderos,222.0,743.24,4.0,low
apartment,Capital Federal,Palermo,199.0,5427.14,5.0,medium
apartment,Capital Federal,Recoleta,160.0,2812.5,5.0,medium
apartment,Capital Federal,Barracas,229.0,1288.21,1.0,medium
house,Río Negro,San Carlos de Bariloche,230.0,3130.43,5.0,low
apartment,Capital Federal,Barracas,77.0,2147.47,1.0,medium
apartment,Capital Federal,Barracas,257.0,1225.68,1.0,medium
house,Bs.As. G.B.A. Zona Norte,Nordelta,280.0,1892.86,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Barrio La Alameda,76.0,2302.63,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,55.0,2909.09,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Barrio Los Alisos,50.0,3000.0,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,127.0,1968.5,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Barrio Los Alisos,65.0,2307.69,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,147.0,1755.1,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,65.0,2276.92,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Barrio Los Alisos,69.0,2420.29,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,69.0,2463.77,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Barrio Los Alisos,189.0,2910.05,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,57.0,2894.74,2.0,high
apartment,Capital Federal,Barrio Norte,251.0,4980.08,7.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,98.0,5612.24,3.0,medium
apartment,Capital Federal,Barrio Norte,281.0,2483.99,5.0,high
apartment,Capital Federal,Barrio Norte,149.0,2885.91,4.0,low
apartment,Capital Federal,Recoleta,108.0,2962.96,3.0,low
apartment,Capital Federal,Barrio Norte,309.0,2038.83,5.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,64.0,2734.38,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,82.0,2804.88,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Barrio Los Alisos,57.0,2894.74,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Barrio Los Alisos,59.0,3203.39,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,68.0,3676.47,1.0,low
apartment,Capital Federal,Barracas,84.0,1904.76,1.0,low
apartment,Capital Federal,Barracas,95.0,1924.82,1.0,low
apartment,Capital Federal,Barracas,114.0,1969.3,1.0,low
apartment,Capital Federal,Belgrano,90.0,3418.33,3.0,medium
apartment,Capital Federal,Belgrano,90.0,4277.93,3.0,medium
apartment,Capital Federal,Belgrano,140.0,4199.25,4.0,medium
apartment,Capital Federal,Belgrano,110.0,4604.25,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,57.0,2438.6,2.0,low
apartment,Capital Federal,Recoleta,40.0,2375.0,1.0,low
store,Capital Federal,Barrio Norte,247.0,2388.66,1.0,low
apartment,Capital Federal,Barracas,88.0,2488.03,1.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,61.0,3245.9,2.0,low
apartment,Capital Federal,Recoleta,170.0,3176.47,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,149.0,3020.13,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,234.0,2200.85,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,177.0,4158.19,4.0,high
apartment,Capital Federal,Barrio Norte,134.0,3059.7,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Tigre,86.0,2790.7,3.0,low
house,Bs.As. G.B.A. Zona Norte,Tigre,317.0,2933.75,4.0,medium
apartment,Capital Federal,Recoleta,151.0,2384.11,6.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,59.0,3813.56,2.0,medium
apartment,Capital Federal,Recoleta,160.0,4125.0,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,217.0,2027.65,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,66.0,2727.27,2.0,medium
apartment,Capital Federal,Villa Urquiza,247.0,2388.66,4.0,low
apartment,Capital Federal,Belgrano,130.0,3369.23,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,59.0,2881.36,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,72.0,3333.33,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,58.0,3189.66,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,58.0,3189.66,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,58.0,3189.66,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,37.0,2972.97,2.0,low
house,Bs.As. G.B.A. Zona Norte,Barrio Acacias,283.0,1289.75,5.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,84.0,3366.25,3.0,high
house,Bs.As. G.B.A. Zona Norte,Nordelta,235.0,3063.83,4.0,low
house,Bs.As. G.B.A. Zona Norte,La Peregrina,202.0,1386.14,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,107.0,2710.28,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,60.0,3500.0,2.0,low
apartment,Capital Federal,Retiro,206.0,2766.99,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,60.0,3500.0,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Barrio El Golf,107.0,2710.28,3.0,high
house,Bs.As. G.B.A. Zona Norte,Nordelta,235.0,3063.83,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,60.0,3500.0,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Barrio El Golf,107.0,2710.28,3.0,high
house,Bs.As. G.B.A. Zona Norte,Nordelta,235.0,3063.83,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,84.0,3366.25,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,84.0,3366.25,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,84.0,3366.25,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,59.0,2694.92,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,59.0,2694.92,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,59.0,2694.92,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,37.0,2972.97,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,37.0,2972.97,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,37.0,2972.97,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,58.0,3189.66,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,58.0,3189.66,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,58.0,3189.66,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,58.0,3189.66,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,58.0,3189.66,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,58.0,3189.66,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,58.0,3189.66,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,58.0,3189.66,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,58.0,3189.66,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,72.0,3333.33,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,72.0,3333.33,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,72.0,3333.33,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,102.0,1862.75,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,95.0,1631.58,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,55.0,2636.36,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,59.0,2881.36,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Islas del Canal,59.0,2881.36,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Islas del Canal,59.0,2881.36,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,66.0,2727.27,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,66.0,2727.27,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,66.0,2727.27,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,217.0,2027.65,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,217.0,2027.65,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,217.0,2027.65,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,59.0,3813.56,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,59.0,3813.56,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,59.0,3813.56,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,225.0,1768.89,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,113.0,2497.44,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,113.0,2497.44,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,136.0,2349.92,5.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,136.0,2349.92,5.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,190.0,3357.89,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,190.0,3357.89,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,190.0,3357.89,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,177.0,4158.19,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,177.0,4158.19,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,177.0,4158.19,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,234.0,2200.85,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,234.0,2200.85,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,234.0,2200.85,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,149.0,3020.13,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,149.0,3020.13,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,149.0,3020.13,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,61.0,3245.9,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,61.0,3245.9,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,61.0,3245.9,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,57.0,2438.6,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,57.0,2438.6,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,57.0,2438.6,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,59.0,3728.81,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,59.0,3728.81,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,59.0,3728.81,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,68.0,3676.47,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,68.0,3676.47,1.0,low
